hospital_name,hospital_type,address,hq_city,hq_state,hq_zip,county,state,state_fips,county_fips,fips,licensed_beds,staffed_beds,icu_beds,adult_icu_beds,pedi_icu_beds,bed_utilization,avg_ventilator_usage,increase_in_bed_capacity
"""PIH Health Hospital - Whittier (FKA Presbyterian Intercommunity Hospital)""","""Short Term Acute Care Hospital""","""12401 Washington Blvd""","""Whittier""","""CA""","""90602""","""Los Angeles""","""California""","""06""","""037""","""06037""",488,352,24,24,34,0.5733344,9,136
"""City of Hope Helford Clinical Research Hospital""","""Short Term Acute Care Hospital""","""1500 Duarte Rd""","""Duarte""","""CA""","""91010""","""Los Angeles""","""California""","""06""","""037""","""06037""",217,217,18,18,0,0.9287166,3,0
"""California Hospital Medical Center""","""Short Term Acute Care Hospital""","""1401 S Grand Ave""","""Los Angeles""","""CA""","""90015""","""Los Angeles""","""California""","""06""","""037""","""06037""",318,318,28,28,26,0.61069185,5,0
"""Southern California Hospital at Hollywood (FKA Hollywood Community Hospital)""","""Short Term Acute Care Hospital""","""6245 De Longpre Ave""","""Los Angeles""","""CA""","""90028""","""Los Angeles""","""California""","""06""","""037""","""06037""",100,100,15,15,0,0.52213591,6,0
"""Encino Hospital Medical Center""","""Short Term Acute Care Hospital""","""16237 Ventura Blvd""","""Encino""","""CA""","""91436""","""Los Angeles""","""California""","""06""","""037""","""06037""",107,82,14,14,0,0.2100568,2,25
"""Community Hospital of Huntington Park""","""Short Term Acute Care Hospital""","""2623 E Slauson Ave""","""Huntington Park""","""CA""","""90255""","""Los Angeles""","""California""","""06""","""037""","""06037""",81,81,4,4,0,0.49271098,3,0
"""West Covina Medical Center (AKA Doctors Hospital of West Covina)""","""Short Term Acute Care Hospital""","""725 S Orange Ave""","""West Covina""","""CA""","""91790""","""Los Angeles""","""California""","""06""","""037""","""06037""",13,13,2,2,0,0.38292938,1,0
"""Adventist Health White Memorial (FKA White Memorial Medical Center)""","""Short Term Acute Care Hospital""","""1720 E Cesar E Chavez Ave""","""Los Angeles""","""CA""","""90033""","""Los Angeles""","""California""","""06""","""037""","""06037""",353,353,34,34,5,0.70875311,5,0
"""St Francis Medical Center""","""Short Term Acute Care Hospital""","""3630 E Imperial Hwy""","""Lynwood""","""CA""","""90262""","""Los Angeles""","""California""","""06""","""037""","""06037""",384,384,36,36,29,0.73595893,8,0
"""UCLA Health - Santa Monica Medical Center""","""Short Term Acute Care Hospital""","""1250 16th St""","""Santa Monica""","""CA""","""90404""","""Los Angeles""","""California""","""06""","""037""","""06037""",281,281,38,38,0,0.67798454,8,0
"""Northridge Hospital Medical Center""","""Short Term Acute Care Hospital""","""18300 Roscoe Blvd""","""Northridge""","""CA""","""91325""","""Los Angeles""","""California""","""06""","""037""","""06037""",354,318,46,46,38,0.45378089,10,36
"""CHA Hollywood Presbyterian Medical Center""","""Short Term Acute Care Hospital""","""1300 N Vermont Ave""","""Los Angeles""","""CA""","""90027""","""Los Angeles""","""California""","""06""","""037""","""06037""",345,317,36,36,15,0.42576379,11,28
"""Glendale Memorial Hospital""","""Short Term Acute Care Hospital""","""1420 S Central Ave""","""Glendale""","""CA""","""91204""","""Los Angeles""","""California""","""06""","""037""","""06037""",255,241,24,24,13,0.37412971,5,14
"""Providence Little Company of Mary Medical Center San Pedro""","""Short Term Acute Care Hospital""","""1300 W 7th St""","""San Pedro""","""CA""","""90732""","""Los Angeles""","""California""","""06""","""037""","""06037""",158,186,12,12,0,0.32184416,4,-28
"""Coast Plaza Hospital""","""Short Term Acute Care Hospital""","""13100 Studebaker Rd""","""Norwalk""","""CA""","""90650""","""Los Angeles""","""California""","""06""","""037""","""06037""",117,117,7,7,0,0.24165788,3,0
"""Palmdale Regional Medical Center""","""Short Term Acute Care Hospital""","""38600 Medical Center Dr""","""Palmdale""","""CA""","""93551""","""Los Angeles""","""California""","""06""","""037""","""06037""",184,157,18,18,0,0.5933339,6,27
"""Glendora Oaks Behavioral Health Hospital (FKA Glendora Community Hospital)""","""Psychiatric Hospital""","""150 W Route 66""","""Glendora""","""CA""","""91740""","""Los Angeles""","""California""","""06""","""037""","""06037""",107,107,10,10,0,0.11237998,2,0
"""Pomona Valley Hospital Medical Center""","""Short Term Acute Care Hospital""","""1798 N Garey Ave""","""Pomona""","""CA""","""91767""","""Los Angeles""","""California""","""06""","""037""","""06037""",412,412,40,40,53,0.60010999,11,0
"""Providence Saint Joseph Medical Center""","""Short Term Acute Care Hospital""","""501 S Buena Vista St""","""Burbank""","""CA""","""91505""","""Los Angeles""","""California""","""06""","""037""","""06037""",392,377,38,38,20,0.49137023,13,15
"""Methodist Hospital of Southern California""","""Short Term Acute Care Hospital""","""300 W Huntington Dr""","""Arcadia""","""CA""","""91007""","""Los Angeles""","""California""","""06""","""037""","""06037""",348,318,49,49,17,0.58730936,12,30
"""Adventist Health Glendale (FKA Glendale Adventist Medical Center)""","""Short Term Acute Care Hospital""","""1509 Wilson Ter""","""Glendale""","""CA""","""91206""","""Los Angeles""","""California""","""06""","""037""","""06037""",415,323,12,12,14,0.64956552,8,92
"""College Medical Center (FKA Pacific Hospital of Long Beach)""","""Short Term Acute Care Hospital""","""2776 Pacific Ave""","""Long Beach""","""CA""","""90806""","""Los Angeles""","""California""","""06""","""037""","""06037""",121,221,8,8,0,0.81746733,4,-100
"""Providence Holy Cross Medical Center""","""Short Term Acute Care Hospital""","""15031 Rinaldi St""","""Mission Hills""","""CA""","""91345""","""Los Angeles""","""California""","""06""","""037""","""06037""",329,316,24,24,12,0.67620081,11,13
"""Providence Saint Johns Health Center (FKA St Johns Health Center)""","""Short Term Acute Care Hospital""","""2121 Santa Monica Blvd""","""Santa Monica""","""CA""","""90404""","""Los Angeles""","""California""","""06""","""037""","""06037""",266,236,23,23,18,0.60763872,8,30
"""VA Long Beach Healthcare System (AKA Tibor Rubin VA Medical Center)""","""VA Hospital""","""5901 E 7th St""","""Long Beach""","""CA""","""90822""","""Los Angeles""","""California""","""06""","""037""","""06037""",237,237,1,1,null,null,1,0
"""Ronald Reagan UCLA Medical Center""","""Short Term Acute Care Hospital""","""757 Westwood Plz""","""Los Angeles""","""CA""","""90095""","""Los Angeles""","""California""","""06""","""037""","""06037""",445,445,120,120,22,0.97097915,13,0
"""Alhambra Hospital Medical Center""","""Short Term Acute Care Hospital""","""100 S Raymond Ave""","""Alhambra""","""CA""","""91801""","""Los Angeles""","""California""","""06""","""037""","""06037""",118,101,13,13,0,0.54417467,4,17
"""Providence Little Company of Mary Medical Center Torrance""","""Short Term Acute Care Hospital""","""4101 Torrance Blvd""","""Torrance""","""CA""","""90503""","""Los Angeles""","""California""","""06""","""037""","""06037""",327,327,28,28,34,0.55695194,10,0
"""Beverly Hospital""","""Short Term Acute Care Hospital""","""309 W Beverly Blvd""","""Montebello""","""CA""","""90640""","""Los Angeles""","""California""","""06""","""037""","""06037""",202,202,25,25,10,0.54649395,6,0
"""Torrance Memorial Medical Center""","""Short Term Acute Care Hospital""","""3330 Lomita Blvd""","""Torrance""","""CA""","""90505""","""Los Angeles""","""California""","""06""","""037""","""06037""",570,493,56,56,25,0.54675037,11,77
"""Pacifica Hospital of the Valley""","""Short Term Acute Care Hospital""","""9449 San Fernando Rd""","""Sun Valley""","""CA""","""91352""","""Los Angeles""","""California""","""06""","""037""","""06037""",95,133,23,23,0,0.39040065,2,-38
"""Emanate Health Inter-Community Hospital (FKA Inter-Community Hospital)""","""Short Term Acute Care Hospital""","""210 W San Bernardino Rd""","""Covina""","""CA""","""91723""","""Los Angeles""","""California""","""06""","""037""","""06037""",481,481,20,20,40,0.54523396,10,0
"""PIH Health Hospital - Downey (FKA Downey Regional Medical Center and Downey Medical Group)""","""Short Term Acute Care Hospital""","""11500 Brookshire Ave""","""Downey""","""CA""","""90241""","""Los Angeles""","""California""","""06""","""037""","""06037""",199,199,18,18,7,0.42658499,3,0
"""Huntington Hospital (FKA Huntington Memorial Hospital)""","""Short Term Acute Care Hospital""","""100 W California Blvd""","""Pasadena""","""CA""","""91105""","""Los Angeles""","""California""","""06""","""037""","""06037""",578,511,30,30,59,0.6274637,18,67
"""South Bay Medical Center""","""Short Term Acute Care Hospital""","""25825 Vermont Ave""","""Harbor City""","""CA""","""90710""","""Los Angeles""","""California""","""06""","""037""","""06037""",257,257,20,20,10,0.39271894,3,0
"""Memorial Hospital of Gardena""","""Short Term Acute Care Hospital""","""1145 W Redondo Beach Blvd""","""Gardena""","""CA""","""90247""","""Los Angeles""","""California""","""06""","""037""","""06037""",103,103,10,10,0,0.64734674,6,0
"""PIH Health Good Samaritan Hospital""","""Short Term Acute Care Hospital""","""1225 Wilshire Blvd""","""Los Angeles""","""CA""","""90017""","""Los Angeles""","""California""","""06""","""037""","""06037""",380,310,39,39,23,0.5785771,7,70
"""West Hills Hospital & Medical Center""","""Short Term Acute Care Hospital""","""7300 Medical Center Dr""","""West Hills""","""CA""","""91307""","""Los Angeles""","""California""","""06""","""037""","""06037""",260,214,25,25,11,0.5155617,7,46
"""Long Beach Medical Center (FKA Long Beach Memorial Medical Center)""","""Short Term Acute Care Hospital""","""2801 Atlantic Ave""","""Long Beach""","""CA""","""90806""","""Los Angeles""","""California""","""06""","""037""","""06037""",411,369,60,60,0,0.61898208,16,42
"""Los Angeles Community Hospital at Bellflower (FKA Bellflower Medical Center)""","""Short Term Acute Care Hospital""","""9542 Artesia Blvd""","""Bellflower""","""CA""","""90706""","""Los Angeles""","""California""","""06""","""037""","""06037""",112,144,32,32,null,0.2359589,0,-32
"""West Los Angeles Medical Center""","""Short Term Acute Care Hospital""","""6041 Cadillac Ave""","""Los Angeles""","""CA""","""90034""","""Los Angeles""","""California""","""06""","""037""","""06037""",265,265,31,31,12,0.3249315,3,0
"""Baldwin Park Medical Center""","""Short Term Acute Care Hospital""","""1011 Baldwin Park Blvd""","""Baldwin Park""","""CA""","""91706""","""Los Angeles""","""California""","""06""","""037""","""06037""",272,257,12,12,20,0.37800756,5,15
"""Whittier Hospital Medical Center""","""Short Term Acute Care Hospital""","""9080 Colima Rd""","""Whittier""","""CA""","""90605""","""Los Angeles""","""California""","""06""","""037""","""06037""",156,156,16,16,0,0.41687742,3,0
"""Monterey Park Hospital""","""Short Term Acute Care Hospital""","""900 S Atlantic Blvd""","""Monterey Park""","""CA""","""91754""","""Los Angeles""","""California""","""06""","""037""","""06037""",101,101,4,4,0,0.50069171,2,0
"""Garfield Medical Center""","""Short Term Acute Care Hospital""","""525 N Garfield Ave""","""Monterey Park""","""CA""","""91754""","""Los Angeles""","""California""","""06""","""037""","""06037""",210,182,10,10,20,0.72072858,5,28
"""Greater El Monte Community Hospital""","""Short Term Acute Care Hospital""","""1701 Santa Anita Ave""","""South El Monte""","""CA""","""91733""","""Los Angeles""","""California""","""06""","""037""","""06037""",104,104,10,10,0,0.38187566,3,0
"""Centinela Hospital Medical Center""","""Short Term Acute Care Hospital""","""555 E Hardy St""","""Inglewood""","""CA""","""90301""","""Los Angeles""","""California""","""06""","""037""","""06037""",362,313,31,31,9,0.54039127,15,49
"""Cedars-Sinai Marina Del Rey Hospital""","""Short Term Acute Care Hospital""","""4650 Lincoln Blvd""","""Marina Del Rey""","""CA""","""90292""","""Los Angeles""","""California""","""06""","""037""","""06037""",133,103,12,12,0,0.42021546,3,30
"""Olympia Medical Center""","""Short Term Acute Care Hospital""","""5900 W Olympic Blvd""","""Los Angeles""","""CA""","""90036""","""Los Angeles""","""California""","""06""","""037""","""06037""",204,204,36,36,0,0.33033845,9,0
"""Providence Tarzana Medical Center""","""Short Term Acute Care Hospital""","""18321 Clark St""","""Tarzana""","""CA""","""91356""","""Los Angeles""","""California""","""06""","""037""","""06037""",249,246,27,27,18,0.49520689,9,3
"""LA Downtown Medical Center - Downtown Campus (FKA Silver Lake Medical Center - Downtown Campus)""","""Short Term Acute Care Hospital""","""1711 W Temple St""","""Los Angeles""","""CA""","""90026""","""Los Angeles""","""California""","""06""","""037""","""06037""",234,212,12,12,0,0.63189209,2,22
"""Sherman Oaks Hospital""","""Short Term Acute Care Hospital""","""4929 Van Nuys Blvd""","""Sherman Oaks""","""CA""","""91403""","""Los Angeles""","""California""","""06""","""037""","""06037""",112,112,16,16,0,0.46330723,8,0
"""VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center""","""VA Hospital""","""11301 Wilshire Blvd""","""Los Angeles""","""CA""","""90073""","""Los Angeles""","""California""","""06""","""037""","""06037""",null,null,1,1,null,null,2,0
"""Henry Mayo Newhall Hospital""","""Short Term Acute Care Hospital""","""23845 Mcbean Pkwy""","""Valencia""","""CA""","""91355""","""Los Angeles""","""California""","""06""","""037""","""06037""",334,196,18,18,11,0.63140899,5,138
"""Cedars-Sinai Medical Center""","""Short Term Acute Care Hospital""","""8700 Beverly Blvd""","""Los Angeles""","""CA""","""90048""","""Los Angeles""","""California""","""06""","""037""","""06037""",889,880,72,72,57,0.82688123,19,9
"""Pacific Gardens Medical Center (FKA Gardens Regional Hospital and Medical Center)""","""Short Term Acute Care Hospital""","""21530 Pioneer Blvd""","""Hawaiian Gardens""","""CA""","""90716""","""Los Angeles""","""California""","""06""","""037""","""06037""",null,null,0,0,null,null,null,0
"""Lakewood Regional Medical Center""","""Short Term Acute Care Hospital""","""3700 E South St""","""Lakewood""","""CA""","""90712""","""Los Angeles""","""California""","""06""","""037""","""06037""",172,172,32,32,0,0.65837461,6,0
"""San Dimas Community Hospital""","""Short Term Acute Care Hospital""","""1350 W Covina Blvd""","""San Dimas""","""CA""","""91773""","""Los Angeles""","""California""","""06""","""037""","""06037""",101,101,8,8,0,0.34189612,3,0
"""Emanate Health Foothill Presbyterian Hospital (FKA Foothill Presbyterian Hospital)""","""Short Term Acute Care Hospital""","""250 S Grand Ave""","""Glendora""","""CA""","""91740""","""Los Angeles""","""California""","""06""","""037""","""06037""",105,105,18,18,0,0.6070711,4,0
"""East Los Angeles Doctors Hospital""","""Short Term Acute Care Hospital""","""4060 Whittier Blvd""","""Los Angeles""","""CA""","""90023""","""Los Angeles""","""California""","""06""","""037""","""06037""",102,102,10,10,0,0.32234758,2,0
"""USC Kenneth Norris Jr Cancer Hospital""","""Short Term Acute Care Hospital""","""1441 Eastlake Ave""","""Los Angeles""","""CA""","""90089""","""Los Angeles""","""California""","""06""","""037""","""06037""",60,60,7,7,0,0.67168951,2,0
"""Los Angeles Community Hospital""","""Short Term Acute Care Hospital""","""4081 E Olympic Blvd""","""Los Angeles""","""CA""","""90023""","""Los Angeles""","""California""","""06""","""037""","""06037""",91,285,22,22,0,0.49133381,3,-194
"""Woodland Hills Medical Center""","""Short Term Acute Care Hospital""","""5601 De Soto Ave""","""Woodland Hills""","""CA""","""91367""","""Los Angeles""","""California""","""06""","""037""","""06037""",274,262,22,22,12,0.27019036,2,12
"""Keck Hospital of USC (FKA USC University Hospital)""","""Short Term Acute Care Hospital""","""1500 San Pablo St""","""Los Angeles""","""CA""","""90033""","""Los Angeles""","""California""","""06""","""037""","""06037""",401,301,46,46,0,0.71421289,9,100
"""Mission Community Hospital""","""Short Term Acute Care Hospital""","""14850 Roscoe Blvd""","""Panorama City""","""CA""","""91402""","""Los Angeles""","""California""","""06""","""037""","""06037""",85,60,10,10,0,0.8345961,5,25
"""Olive View - UCLA Medical Center""","""Short Term Acute Care Hospital""","""14445 Olive View Dr""","""Sylmar""","""CA""","""91342""","""Los Angeles""","""California""","""06""","""037""","""06037""",303,270,18,18,14,0.52208018,2,33
